
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
DataValue, 2, 0, 41.330000000000005, 5.4788E-09, -5.4691999999999993E-09
DataValue, 2, 0, 41.38, 5.4741999999999991E-09, -5.4846999999999995E-09
DataValue, 2, 0, 41.430000000000007, 5.4738E-09, -5.4788999999999994E-09
DataValue, 2, 0, 41.475, 5.4756999999999992E-09, -5.4805999999999995E-09
DataValue, 2, 0, 41.535000000000004, 5.4704999999999993E-09, -5.4754999999999991E-09
DataValue, 2, 0, 41.595000000000006, 5.4684999999999995E-09, -5.479E-09
DataValue, 2, 0, 41.655, 5.4654999999999994E-09, -5.4740999999999995E-09
DataValue, 2, 0, 41.715, 5.4682999999999994E-09, -5.4605999999999991E-09
DataValue, 2, 0, 41.765, 5.4613E-09, -5.4700999999999991E-09
DataValue, 2, 0, 41.815000000000005, 5.4643999999999995E-09, -5.4555E-09
DataValue, 2, 0, 41.865, 5.4604E-09, -5.4673999999999995E-09
DataValue, 2, 0, 41.915000000000006, 5.4593999999999996E-09, -5.4509999999999995E-09
DataValue, 2, 0, 41.965, 5.4590999999999991E-09, -5.4628E-09
DataValue, 2, 0, 42.02, 5.4555E-09, -5.4641E-09
DataValue, 2, 0, 42.080000000000005, 5.4525999999999991E-09, -5.4587999999999994E-09
DataValue, 2, 0, 42.14, 5.4524999999999995E-09, -5.4317999999999994E-09
DataValue, 2, 0, 42.2, 2.9215E-09, -2.4267E-09
DataValue, 2, 0, 42.260000000000005, 2.3995E-09, -2.4070999999999997E-09
DataValue, 2, 0, 42.32, 2.3983E-09, -2.4060999999999998E-09
DataValue, 2, 0, 42.38, 2.4015999999999996E-09, -2.3932E-09
DataValue, 2, 0, 42.430000000000007, 2.3976999999999997E-09, -2.4071999999999997E-09
DataValue, 2, 0, 42.480000000000004, 2.3994E-09, -2.3935999999999997E-09
DataValue, 2, 0, 42.53, 2.3972E-09, -2.4069999999999996E-09
DataValue, 2, 0, 42.585, 2.4011E-09, -2.4068999999999996E-09
DataValue, 2, 0, 42.645, 2.4001999999999996E-09, -2.4059999999999998E-09
DataValue, 2, 0, 42.705000000000005, 2.3991999999999997E-09, -2.4060999999999998E-09
DataValue, 2, 0, 42.765, 2.4056999999999997E-09, -2.3951999999999998E-09
DataValue, 2, 0, 42.82, 2.3969E-09, -2.4079E-09
DataValue, 2, 0, 42.865, 2.3968E-09, -2.4023E-09
DataValue, 2, 0, 42.925000000000004, 2.3990999999999997E-09, -2.4046999999999998E-09
DataValue, 2, 0, 42.985000000000007, 2.4021E-09, -2.3911999999999998E-09
DataValue, 2, 0, 43.035000000000004, 2.3946999999999996E-09, -2.4060999999999998E-09
DataValue, 2, 0, 43.085, 2.3967E-09, -2.3878E-09
DataValue, 2, 0, 43.135000000000005, 2.3952999999999998E-09, -2.4035E-09
DataValue, 2, 0, 43.190000000000005, 2.4079E-09, -2.3957E-09
DataValue, 2, 0, 43.24, 2.3960999999999996E-09, -2.4027999999999996E-09
DataValue, 2, 0, 43.290000000000006, 2.3965999999999998E-09, -2.4058999999999997E-09
DataValue, 2, 0, 43.35, 2.3963999999999997E-09, -2.4040999999999996E-09
DataValue, 2, 0, 43.410000000000004, 2.3972999999999996E-09, -2.4037E-09
DataValue, 2, 0, 43.470000000000006, 2.3972E-09, -2.4030999999999997E-09
DataValue, 2, 0, 43.53, 2.3973999999999996E-09, -2.4051E-09
DataValue, 2, 0, 43.59, 2.4009E-09, -2.3898999999999998E-09
DataValue, 2, 0, 43.64, 2.3959999999999996E-09, -2.4045999999999997E-09
DataValue, 2, 0, 43.695, 2.3957E-09, -2.4035E-09
DataValue, 2, 0, 43.755, 2.397E-09, -2.4037E-09
DataValue, 2, 0, 43.815000000000005, 2.3972E-09, -2.4031999999999997E-09
DataValue, 2, 0, 43.875000000000007, 2.3967E-09, -2.405E-09
DataValue, 2, 0, 43.935, 2.4065E-09, -2.3938999999999998E-09
DataValue, 2, 0, 43.99, 2.3983E-09, -2.4044999999999997E-09
DataValue, 2, 0, 44.035000000000004, 2.3974999999999996E-09, -2.4051E-09
DataValue, 2, 0, 44.095000000000006, 2.3972E-09, -2.4059999999999998E-09
DataValue, 2, 0, 44.155, 2.3998E-09, -2.3891999999999996E-09
DataValue, 2, 0, 44.205000000000005, 2.3973999999999996E-09, -2.404E-09
DataValue, 2, 0, 44.260000000000005, 2.3981E-09, -2.4041999999999996E-09
DataValue, 2, 0, 44.32, 2.3989999999999997E-09, -2.4060999999999998E-09
DataValue, 2, 0, 44.38, 2.4049E-09, -2.3945999999999996E-09
DataValue, 2, 0, 44.435, 2.3976999999999997E-09, -2.4003999999999997E-09
DataValue, 2, 0, 44.480000000000004, 2.3965999999999998E-09, -2.4045999999999997E-09
DataValue, 2, 0, 44.540000000000006, 2.3971E-09, -2.4026999999999996E-09
DataValue, 2, 0, 44.6, 2.3961999999999996E-09, -2.4026E-09
DataValue, 2, 0, 44.660000000000004, 2.3979999999999998E-09, -2.4039E-09
DataValue, 2, 0, 44.720000000000006, 2.4001999999999996E-09, -2.4066E-09
DataValue, 2, 0, 44.78, 2.4009E-09, -2.3920999999999996E-09
DataValue, 2, 0, 44.830000000000005, 2.3972999999999996E-09, -2.4059999999999998E-09
DataValue, 2, 0, 44.885000000000005, 2.3983E-09, -2.4053E-09
DataValue, 2, 0, 44.945, 2.4008E-09, -2.4072999999999997E-09
DataValue, 2, 0, 45.005, 2.3997E-09, -2.4058999999999997E-09
DataValue, 2, 0, 45.065000000000005, 2.3996E-09, -2.4072999999999997E-09
DataValue, 2, 0, 45.125000000000007, 2.4093E-09, -2.3974999999999996E-09
DataValue, 2, 0, 45.180000000000007, 2.4011E-09, -2.4082999999999996E-09
DataValue, 2, 0, 45.225, 2.3988999999999996E-09, -2.4077E-09
DataValue, 2, 0, 45.285000000000004, 2.3996E-09, -2.4058999999999997E-09
DataValue, 2, 0, 45.345000000000006, 2.4018999999999997E-09, -2.3915E-09
DataValue, 2, 0, 45.395, 2.3979999999999998E-09, -2.4066E-09
DataValue, 2, 0, 45.445, 2.3994E-09, -2.3918E-09
DataValue, 2, 0, 45.495000000000005, 2.3978999999999998E-09, -2.4077E-09
DataValue, 2, 0, 45.550000000000004, 2.4100999999999998E-09, -2.3973999999999996E-09
DataValue, 2, 0, 45.6, 2.3984E-09, -2.405E-09
DataValue, 2, 0, 45.650000000000006, 2.4011E-09, -2.4089E-09
DataValue, 2, 0, 45.71, 2.4082999999999996E-09, -2.3963999999999997E-09
DataValue, 2, 0, 45.765, 2.4002999999999997E-09, -2.4123999999999997E-09
DataValue, 2, 0, 45.81, 2.3991999999999997E-09, -2.4082999999999996E-09
DataValue, 2, 0, 45.870000000000005, 2.3986999999999996E-09, -2.4053999999999996E-09
DataValue, 2, 0, 45.930000000000007, 3.5802999999999997E-09, -5.1213E-09
DataValue, 2, 0, 45.980000000000004, 5.4637999999999993E-09, -5.4656E-09
DataValue, 2, 0, 46.03, 5.4563999999999995E-09, -5.4486999999999992E-09
DataValue, 2, 0, 46.080000000000005, 5.4531E-09, -5.4563E-09
DataValue, 2, 0, 46.135000000000005, 5.4483E-09, -5.4587999999999994E-09
DataValue, 2, 0, 46.195, 5.4485999999999996E-09, -5.4585E-09
DataValue, 2, 0, 46.255, 5.4471999999999991E-09, -5.4559E-09
DataValue, 2, 0, 46.315000000000005, 5.4462E-09, -5.4557999999999993E-09
DataValue, 2, 0, 46.375000000000007, 5.4436E-09, -5.4536999999999991E-09
DataValue, 2, 0, 46.435, 5.4468999999999995E-09, -5.4378999999999992E-09
DataValue, 2, 0, 46.485000000000007, 5.444E-09, -5.4498999999999996E-09
DataValue, 2, 0, 46.535000000000004, 5.4430999999999991E-09, -5.4343E-09
DataValue, 2, 0, 46.585, 5.4408E-09, -5.4488E-09
DataValue, 2, 0, 46.635000000000005, 5.4384999999999994E-09, -5.4308999999999995E-09
DataValue, 2, 0, 46.685, 5.4388E-09, -5.4445999999999992E-09
DataValue, 2, 0, 46.74, 5.4367999999999993E-09, -5.4436E-09
DataValue, 2, 0, 46.800000000000004, 5.4345999999999994E-09, -5.4440999999999994E-09
DataValue, 2, 0, 46.860000000000007, 5.4326999999999992E-09, -5.4397E-09
DataValue, 2, 0, 46.92, 5.4317E-09, -5.4425999999999994E-09
DataValue, 2, 0, 46.980000000000004, 5.4298E-09, -5.4371E-09
DataValue, 2, 0, 47.040000000000006, 5.4298999999999992E-09, -5.4213999999999995E-09
DataValue, 2, 0, 47.09, 5.4280999999999995E-09, -5.4349999999999995E-09
DataValue, 2, 0, 47.14, 5.4267999999999995E-09, -5.4231999999999992E-09
DataValue, 2, 0, 47.190000000000005, 5.4261999999999993E-09, -5.4281999999999991E-09
DataValue, 2, 0, 47.24, 5.4259E-09, -5.4172E-09
DataValue, 2, 0, 47.290000000000006, 5.4218999999999992E-09, -5.4263999999999994E-09
DataValue, 2, 0, 47.34, 5.4177E-09, -5.4222E-09
DataValue, 2, 0, 47.385000000000005, 5.4194999999999993E-09, -5.4267E-09
DataValue, 2, 0, 47.445000000000007, 5.417E-09, -5.4231999999999992E-09
DataValue, 2, 0, 47.505, 5.4155E-09, -5.4207999999999993E-09
DataValue, 2, 0, 47.565000000000005, 5.4123E-09, -5.4192999999999993E-09
DataValue, 2, 0, 47.625000000000007, 5.4157999999999994E-09, -5.4064E-09
DataValue, 2, 0, 47.675000000000004, 5.4099E-09, -5.4151999999999992E-09
DataValue, 2, 0, 47.725, 5.4095999999999992E-09, -5.4027999999999996E-09
DataValue, 2, 0, 47.775000000000006, 5.4088999999999994E-09, -5.4129E-09
DataValue, 2, 0, 47.825, 5.4075999999999994E-09, -5.3986999999999996E-09
DataValue, 2, 0, 47.875000000000007, 5.4051E-09, -5.4103E-09
DataValue, 2, 0, 47.925000000000004, 5.4017999999999993E-09, -5.4062E-09
DataValue, 2, 0, 47.970000000000006, 5.4024999999999991E-09, -5.4073999999999993E-09
DataValue, 2, 0, 48.03, 5.3993999999999994E-09, -5.4049999999999994E-09
DataValue, 2, 0, 48.09, 5.3969E-09, -5.4045E-09
DataValue, 2, 0, 48.150000000000006, 5.3959999999999992E-09, -5.3993999999999994E-09
DataValue, 2, 0, 48.21, 5.3987999999999992E-09, -5.3853E-09
DataValue, 2, 0, 48.260000000000005, 5.3961999999999992E-09, -5.3961999999999992E-09
DataValue, 2, 0, 48.31, 5.3935E-09, -5.3877999999999991E-09
DataValue, 2, 0, 48.360000000000007, 5.3930999999999995E-09, -5.3956E-09
DataValue, 2, 0, 48.410000000000004, 5.3905999999999991E-09, -5.3790999999999993E-09
DataValue, 2, 0, 48.46, 5.3842E-09, -5.3890999999999991E-09
DataValue, 2, 0, 48.515, 5.3831999999999994E-09, -5.3870999999999993E-09
DataValue, 2, 0, 48.575, 5.3820999999999994E-09, -5.3848999999999995E-09
DataValue, 2, 0, 48.635000000000005, 5.3781E-09, -5.3757999999999996E-09
DataValue, 2, 0, 48.695000000000007, 2.7221E-09, -2.3596999999999996E-09
DataValue, 2, 0, 48.755, 2.3298E-09, -2.3348E-09
DataValue, 2, 0, 48.815000000000005, 2.3366E-09, -2.3274999999999997E-09
DataValue, 2, 0, 48.870000000000005, 2.3309E-09, -2.3349E-09
DataValue, 2, 0, 48.915000000000006, 2.3325E-09, -2.3242E-09
DataValue, 2, 0, 48.965, 2.3264999999999998E-09, -2.3343999999999997E-09
DataValue, 2, 0, 49.02, 2.3276999999999997E-09, -2.3349E-09
DataValue, 2, 0, 49.080000000000005, 2.3287999999999997E-09, -2.3334E-09
DataValue, 2, 0, 49.14, 2.3293E-09, -2.3352E-09
DataValue, 2, 0, 49.2, 2.3275999999999997E-09, -2.3341999999999997E-09
DataValue, 2, 0, 49.260000000000005, 2.3368999999999997E-09, -2.3272999999999996E-09
DataValue, 2, 0, 49.315000000000005, 2.3291999999999998E-09, -2.3342999999999997E-09
DataValue, 2, 0, 49.360000000000007, 2.3285999999999996E-09, -2.3338E-09
DataValue, 2, 0, 49.42, 2.3289999999999997E-09, -2.3343999999999997E-09
DataValue, 2, 0, 49.480000000000004, 2.3314999999999997E-09, -2.3219999999999996E-09
DataValue, 2, 0, 49.53, 2.3285E-09, -2.3340999999999996E-09
DataValue, 2, 0, 49.585, 2.3289999999999997E-09, -2.3356999999999997E-09
DataValue, 2, 0, 49.645, 2.3285E-09, -2.3334E-09
DataValue, 2, 0, 49.705000000000005, 2.3368999999999997E-09, -2.3248999999999997E-09
DataValue, 2, 0, 49.760000000000005, 2.3271E-09, -2.3298E-09
DataValue, 2, 0, 49.805000000000007, 2.3285999999999996E-09, -2.3351E-09
DataValue, 2, 0, 49.865, 2.3274999999999997E-09, -2.3329999999999997E-09
DataValue, 2, 0, 49.925000000000004, 2.3283E-09, -2.3354999999999996E-09
DataValue, 2, 0, 49.985000000000007, 2.3281E-09, -2.3362E-09
DataValue, 2, 0, 50.045, 2.3273999999999996E-09, -2.3308E-09
DataValue, 2, 0, 50.105000000000004, 2.3288999999999997E-09, -2.3177E-09
DataValue, 2, 0, 50.155, 2.3274999999999997E-09, -2.3356999999999997E-09
DataValue, 2, 0, 50.205000000000005, 2.3290999999999997E-09, -2.3217999999999996E-09
DataValue, 2, 0, 50.255, 2.3267E-09, -2.3323E-09
DataValue, 2, 0, 50.31, 2.3277999999999998E-09, -2.3347E-09
DataValue, 2, 0, 50.370000000000005, 2.327E-09, -2.3335E-09
DataValue, 2, 0, 50.430000000000007, 2.3287999999999997E-09, -2.3399999999999998E-09
DataValue, 2, 0, 50.49, 2.3277999999999998E-09, -2.3336E-09
DataValue, 2, 0, 50.550000000000004, 2.3261999999999997E-09, -2.3344999999999997E-09
DataValue, 2, 0, 50.610000000000007, 2.3258999999999996E-09, -2.3340999999999996E-09
DataValue, 2, 0, 50.67, 2.3312E-09, -2.3220999999999997E-09
DataValue, 2, 0, 50.720000000000006, 2.3285E-09, -2.3366999999999996E-09
DataValue, 2, 0, 50.775000000000006, 2.327E-09, -2.3288999999999997E-09
DataValue, 2, 0, 50.835, 2.3284E-09, -2.3384999999999997E-09
DataValue, 2, 0, 50.895, 2.3268E-09, -2.3361E-09
DataValue, 2, 0, 50.955000000000005, 2.3281E-09, -2.3358999999999998E-09
DataValue, 2, 0, 51.015000000000008, 2.3273999999999996E-09, -2.3378E-09
DataValue, 2, 0, 51.075, 2.327E-09, -2.3354999999999996E-09
DataValue, 2, 0, 51.135000000000005, 2.3273999999999996E-09, -2.3359999999999998E-09
DataValue, 2, 0, 51.195000000000007, 2.3275999999999997E-09, -2.3369999999999997E-09
DataValue, 2, 0, 51.255, 2.3316999999999997E-09, -2.3215E-09
DataValue, 2, 0, 51.305000000000007, 2.3264999999999998E-09, -2.3359999999999998E-09
DataValue, 2, 0, 51.360000000000007, 2.3285E-09, -2.3349E-09
DataValue, 2, 0, 51.42, 2.3271999999999996E-09, -2.3354999999999996E-09
DataValue, 2, 0, 51.480000000000004, 2.3277999999999998E-09, -2.3366E-09
DataValue, 2, 0, 51.540000000000006, 2.3257E-09, -2.3352999999999996E-09
DataValue, 2, 0, 51.6, 2.3263999999999997E-09, -2.3359999999999998E-09
DataValue, 2, 0, 51.660000000000004, 2.3286999999999996E-09, -2.3362E-09
DataValue, 2, 0, 51.720000000000006, 2.3276999999999997E-09, -2.3361E-09
DataValue, 2, 0, 51.78, 2.3381999999999996E-09, -2.3266E-09
DataValue, 2, 0, 51.835, 2.3282E-09, -2.3359999999999998E-09
DataValue, 2, 0, 51.88, 2.3303999999999997E-09, -2.3202E-09
DataValue, 2, 0, 51.930000000000007, 2.3285999999999996E-09, -2.3348E-09
DataValue, 2, 0, 51.985000000000007, 3.1070999999999997E-09, -4.6166999999999996E-09
DataValue, 2, 0, 52.045, 5.4051999999999995E-09, -5.4047E-09
DataValue, 2, 0, 52.105000000000004, 5.3959999999999992E-09, -5.3986999999999996E-09
DataValue, 2, 0, 52.165000000000006, 5.3922999999999993E-09, -5.3959999999999992E-09
DataValue, 2, 0, 52.225, 5.3909E-09, -5.3939E-09
DataValue, 2, 0, 52.285000000000004, 5.3889E-09, -5.3926E-09
DataValue, 2, 0, 52.345000000000006, 5.39E-09, -5.3781E-09
DataValue, 2, 0, 52.395, 5.3861E-09, -5.3950999999999993E-09
DataValue, 2, 0, 52.445000000000007, 5.3902999999999995E-09, -5.3831999999999994E-09
DataValue, 2, 0, 52.495000000000005, 5.3898999999999993E-09, -5.3965E-09
DataValue, 2, 0, 52.545, 5.3877999999999991E-09, -5.3814999999999993E-09
DataValue, 2, 0, 52.595000000000006, 5.3857E-09, -5.3926999999999994E-09
DataValue, 2, 0, 52.645, 5.3838999999999992E-09, -5.3807999999999995E-09
DataValue, 2, 0, 52.695000000000007, 5.3853999999999992E-09, -5.3905999999999991E-09
DataValue, 2, 0, 52.750000000000007, 5.3820999999999994E-09, -5.3868999999999993E-09
DataValue, 2, 0, 52.81, 5.3816E-09, -5.3887999999999994E-09
DataValue, 2, 0, 52.870000000000005, 5.3786E-09, -5.3837999999999995E-09
DataValue, 2, 0, 52.930000000000007, 5.3814E-09, -5.3688999999999995E-09
DataValue, 2, 0, 52.980000000000004, 5.3782999999999991E-09, -5.3794999999999995E-09
DataValue, 2, 0, 53.03, 5.3764999999999994E-09, -5.3703999999999996E-09
DataValue, 2, 0, 53.080000000000005, 5.3749999999999993E-09, -5.3792999999999994E-09
DataValue, 2, 0, 53.13, 5.3727999999999995E-09, -5.3669999999999994E-09
DataValue, 2, 0, 53.180000000000007, 5.3723E-09, -5.3773E-09
DataValue, 2, 0, 53.235000000000007, 5.3699999999999994E-09, -5.3721999999999993E-09
DataValue, 2, 0, 53.295, 5.3663999999999992E-09, -5.3717999999999992E-09
DataValue, 2, 0, 53.355000000000004, 5.3665999999999992E-09, -5.3712999999999994E-09
DataValue, 2, 0, 53.415000000000006, 5.3647E-09, -5.3688999999999995E-09
DataValue, 2, 0, 53.475, 5.3613999999999993E-09, -5.3665999999999992E-09
DataValue, 2, 0, 53.535000000000004, 5.3624999999999992E-09, -5.3552E-09
DataValue, 2, 0, 53.585, 5.3581999999999991E-09, -5.3637999999999992E-09
DataValue, 2, 0, 53.635000000000005, 5.3589999999999994E-09, -5.3533E-09
DataValue, 2, 0, 53.685, 5.3567999999999995E-09, -5.3604E-09
DataValue, 2, 0, 53.735000000000007, 5.3554999999999995E-09, -5.349E-09
DataValue, 2, 0, 53.785000000000004, 5.3535999999999994E-09, -5.3555999999999992E-09
DataValue, 2, 0, 53.84, 5.3528999999999996E-09, -5.3561999999999994E-09
DataValue, 2, 0, 53.900000000000006, 5.352E-09, -5.3546999999999993E-09
DataValue, 2, 0, 53.960000000000008, 5.3500999999999995E-09, -5.3529999999999992E-09
DataValue, 2, 0, 54.02, 5.3481999999999994E-09, -5.3503E-09
DataValue, 2, 0, 54.080000000000005, 5.3457999999999995E-09, -5.3485E-09
DataValue, 2, 0, 54.140000000000008, 5.3477E-09, -5.3369999999999993E-09
DataValue, 2, 0, 54.190000000000005, 5.3412E-09, -5.3462E-09
DataValue, 2, 0, 54.24, 5.3423E-09, -5.3332E-09
DataValue, 2, 0, 54.290000000000006, 5.3395999999999992E-09, -5.3453999999999993E-09
DataValue, 2, 0, 54.34, 5.3382E-09, -5.3306E-09
DataValue, 2, 0, 54.390000000000008, 5.3380999999999992E-09, -5.341E-09
DataValue, 2, 0, 54.445000000000007, 5.3371E-09, -5.3375999999999994E-09
DataValue, 2, 0, 54.505, 5.3337999999999991E-09, -5.3384999999999993E-09
DataValue, 2, 0, 54.565000000000005, 5.3321999999999994E-09, -5.3360999999999994E-09
DataValue, 2, 0, 54.625000000000007, 5.3328E-09, -5.3364E-09
DataValue, 2, 0, 54.685, 5.3278E-09, -5.3347999999999994E-09
DataValue, 2, 0, 54.745000000000005, 5.3296999999999991E-09, -5.3211E-09
DataValue, 2, 0, 54.795, 5.3276999999999993E-09, -5.3293E-09
DataValue, 2, 0, 54.845000000000006, 5.3258999999999996E-09, -5.3200999999999994E-09
DataValue, 2, 0, 54.895, 5.3256E-09, -5.3243999999999995E-09
DataValue, 2, 0, 54.945000000000007, 5.325E-09, -5.3155E-09
DataValue, 2, 0, 54.995000000000005, 5.3213999999999994E-09, -5.3229999999999991E-09
DataValue, 2, 0, 55.045, 5.3179E-09, -5.3198999999999994E-09
DataValue, 2, 0, 55.09, 5.3163999999999995E-09, -5.322E-09
DataValue, 2, 0, 55.150000000000006, 5.3161E-09, -5.32E-09
DataValue, 2, 0, 55.210000000000008, 5.3138999999999992E-09, -5.3181999999999993E-09
DataValue, 2, 0, 55.27, 5.3116999999999993E-09, -5.3159999999999994E-09
DataValue, 2, 0, 55.330000000000005, 5.3140999999999993E-09, -5.3032E-09
DataValue, 2, 0, 55.38, 5.3081E-09, -5.3131999999999994E-09
DataValue, 2, 0, 55.430000000000007, 5.3114E-09, -5.301E-09
DataValue, 2, 0, 55.480000000000004, 4.0679E-09, -2.4350999999999996E-09
DataValue, 2, 0, 55.53, 2.2403E-09, -2.2359999999999997E-09
DataValue, 2, 0, 55.580000000000005, 2.2415999999999998E-09, -2.2474E-09
DataValue, 2, 0, 55.635000000000005, 2.2464999999999996E-09, -2.2374999999999998E-09
DataValue, 2, 0, 55.685, 2.2426999999999997E-09, -2.2476999999999996E-09
DataValue, 2, 0, 55.735000000000007, 2.2415999999999998E-09, -2.2485E-09
DataValue, 2, 0, 55.795, 2.2486E-09, -2.2393E-09
DataValue, 2, 0, 55.85, 2.2414999999999998E-09, -2.2480999999999997E-09
DataValue, 2, 0, 55.895, 2.2418E-09, -2.2469999999999998E-09
DataValue, 2, 0, 55.955000000000005, 2.2423999999999996E-09, -2.2476999999999996E-09
DataValue, 2, 0, 56.015000000000008, 2.2434E-09, -2.2332999999999997E-09
DataValue, 2, 0, 56.065000000000005, 2.2400999999999997E-09, -2.2454999999999997E-09
DataValue, 2, 0, 56.120000000000005, 2.2440999999999997E-09, -2.2451999999999996E-09
DataValue, 2, 0, 56.180000000000007, 2.2414999999999998E-09, -2.2422E-09
DataValue, 2, 0, 56.24, 2.2504999999999996E-09, -2.2385999999999997E-09
DataValue, 2, 0, 56.295, 2.2428999999999998E-09, -2.2463E-09
DataValue, 2, 0, 56.34, 2.2418E-09, -2.2464999999999996E-09
DataValue, 2, 0, 56.400000000000006, 2.2413999999999997E-09, -2.2471E-09
DataValue, 2, 0, 56.460000000000008, 2.2406E-09, -2.2468999999999998E-09
DataValue, 2, 0, 56.52, 2.2399999999999997E-09, -2.2480999999999997E-09
DataValue, 2, 0, 56.580000000000005, 2.2400999999999997E-09, -2.2488E-09
DataValue, 2, 0, 56.640000000000008, 2.2418E-09, -2.2328E-09
DataValue, 2, 0, 56.690000000000005, 2.2423999999999996E-09, -2.249E-09
DataValue, 2, 0, 56.74, 2.2436999999999996E-09, -2.2316999999999996E-09
DataValue, 2, 0, 56.790000000000006, 2.242E-09, -2.2474E-09
DataValue, 2, 0, 56.845000000000006, 2.2407E-09, -2.2471E-09
DataValue, 2, 0, 56.905, 2.2425999999999997E-09, -2.2467999999999997E-09
DataValue, 2, 0, 56.965, 2.2406E-09, -2.246E-09
DataValue, 2, 0, 57.025000000000006, 2.2418E-09, -2.246E-09
DataValue, 2, 0, 57.085000000000008, 2.2401999999999998E-09, -2.2465999999999997E-09
DataValue, 2, 0, 57.145, 2.2410999999999996E-09, -2.2482999999999998E-09
DataValue, 2, 0, 57.205000000000005, 2.2448E-09, -2.2361999999999998E-09
DataValue, 2, 0, 57.255, 2.2422999999999996E-09, -2.2494999999999997E-09
DataValue, 2, 0, 57.305000000000007, 2.2432E-09, -2.2355E-09
DataValue, 2, 0, 57.355000000000004, 2.2423999999999996E-09, -2.2492999999999997E-09
DataValue, 2, 0, 57.410000000000004, 2.2386999999999997E-09, -2.249E-09
DataValue, 2, 0, 57.470000000000006, 2.2401999999999998E-09, -2.2472E-09
DataValue, 2, 0, 57.530000000000008, 2.2393E-09, -2.2490999999999996E-09
DataValue, 2, 0, 57.59, 2.2421E-09, -2.2476999999999996E-09
