
PrimitiveTest, I/V Sweep
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I1, I2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 101, 101, 101
Dimension2, 1, 1, 1
DataName, V1, I1, I2
DataValue, -2, -1.1083299999999999E-08, 1.0928699999999999E-08
DataValue, -1.9600000000000002, -1.0639699999999998E-08, 1.0604399999999999E-08
DataValue, -1.9200000000000002, -1.0327699999999999E-08, 1.0300499999999999E-08
DataValue, -1.8800000000000001, -1.00308E-08, 1.0012999999999998E-08
DataValue, -1.84, -9.7478999999999986E-09, 9.7336E-09
DataValue, -1.8, -9.4757999999999991E-09, 9.4607999999999986E-09
DataValue, -1.76, -9.2037E-09, 9.1963999999999986E-09
DataValue, -1.72, -8.9404E-09, 8.9345E-09
DataValue, -1.6800000000000002, -8.6839E-09, 8.6787999999999986E-09
DataValue, -1.6400000000000001, -8.4274999999999989E-09, 8.4243E-09
DataValue, -1.6, -8.1749E-09, 8.1730999999999986E-09
DataValue, -1.56, -7.9258999999999989E-09, 7.9253E-09
DataValue, -1.52, -7.6804999999999989E-09, 7.6799E-09
DataValue, -1.48, -7.435499999999999E-09, 7.4371999999999991E-09
DataValue, -1.4400000000000002, -7.1938999999999993E-09, 7.1943999999999991E-09
DataValue, -1.4000000000000001, -6.9516999999999995E-09, 6.9571999999999991E-09
DataValue, -1.36, -6.7144999999999995E-09, 6.7197999999999991E-09
DataValue, -1.32, -6.4773999999999992E-09, 6.4846E-09
DataValue, -1.28, -6.2413999999999996E-09, 6.2465999999999995E-09
DataValue, -1.24, -6.0065999999999995E-09, 6.0139999999999993E-09
DataValue, -1.2, -5.7767E-09, 5.7845E-09
DataValue, -1.1600000000000001, -5.5484999999999992E-09, 5.5529E-09
DataValue, -1.12, -5.3149999999999991E-09, 5.3246999999999992E-09
DataValue, -1.08, -5.0902E-09, 5.0949999999999995E-09
DataValue, -1.04, -4.8646999999999995E-09, 4.8713999999999995E-09
DataValue, -1, -4.6370999999999992E-09, 4.6452E-09
DataValue, -0.96000000000000008, -4.4132999999999992E-09, 4.4196E-09
DataValue, -0.92, -4.1885E-09, 4.1973E-09
DataValue, -0.88, -3.9642E-09, 3.9746999999999995E-09
DataValue, -0.84000000000000008, -3.7422E-09, 3.7523999999999996E-09
DataValue, -0.8, -3.5215999999999995E-09, 3.5322E-09
DataValue, -0.76, -3.3013999999999998E-09, 3.3138999999999995E-09
DataValue, -0.72000000000000008, -3.0806E-09, 3.0945999999999996E-09
DataValue, -0.68, -2.8644999999999998E-09, 2.8777999999999997E-09
DataValue, -0.64, -2.6470999999999997E-09, 2.6608999999999998E-09
DataValue, -0.6, -2.432E-09, 2.4471E-09
DataValue, -0.56, -2.2175E-09, 2.2338E-09
DataValue, -0.52, -2.0064999999999996E-09, 2.0154E-09
DataValue, -0.48000000000000004, -1.7856E-09, 1.8020999999999998E-09
DataValue, -0.44, -1.5757999999999999E-09, 1.5933999999999999E-09
DataValue, -0.4, -1.3685999999999998E-09, 1.3768999999999999E-09
DataValue, -0.36000000000000004, -1.1503999999999999E-09, 1.1710999999999998E-09
DataValue, -0.32, -9.451E-10, 9.5739999999999982E-10
DataValue, -0.28, -7.2959999999999994E-10, 7.5109999999999992E-10
DataValue, -0.24000000000000002, -5.2559999999999992E-10, 5.3669999999999991E-10
DataValue, -0.2, -3.1269999999999996E-10, 3.3289999999999996E-10
DataValue, -0.16, -1.0979999999999999E-10, 1.2079999999999999E-10
DataValue, -0.12000000000000001, 1.0309999999999999E-10, -8.229999999999999E-11
DataValue, -0.08, 3.047E-10, -2.91E-10
DataValue, -0.04, 5.1679999999999991E-10, -4.9229999999999994E-10
DataValue, 0, 7.1779999999999994E-10, -7.0189999999999992E-10
DataValue, 0.04, 9.2349999999999986E-10, -9.0149999999999994E-10
DataValue, 0.08, 1.1231999999999998E-09, -1.1009E-09
DataValue, 0.12000000000000001, 1.3211E-09, -1.2996E-09
DataValue, 0.16, 1.5282999999999998E-09, -1.5052E-09
DataValue, 0.2, 1.7269E-09, -1.7033E-09
DataValue, 0.24000000000000002, 1.9235E-09, -1.8998E-09
DataValue, 0.28, 2.1284E-09, -2.1046E-09
DataValue, 0.32, 2.3255E-09, -2.3020999999999997E-09
DataValue, 0.36000000000000004, 2.5284999999999997E-09, -2.4946999999999997E-09
DataValue, 0.4, 2.7214999999999998E-09, -2.6957999999999997E-09
DataValue, 0.44, 2.9135999999999995E-09, -2.8822E-09
DataValue, 0.48000000000000004, 3.1094999999999997E-09, -3.0753999999999995E-09
DataValue, 0.52, 3.3023999999999997E-09, -3.2687999999999997E-09
DataValue, 0.56, 3.4852999999999995E-09, -3.4608999999999995E-09
DataValue, 0.6, 3.6787999999999997E-09, -3.6545999999999998E-09
DataValue, 0.64, 3.8791E-09, -3.8455E-09
DataValue, 0.68, 4.0718999999999996E-09, -4.0366999999999995E-09
DataValue, 0.72000000000000008, 4.2522E-09, -4.2269999999999996E-09
DataValue, 0.76, 4.4523999999999992E-09, -4.4183E-09
DataValue, 0.8, 4.6426E-09, -4.6076E-09
DataValue, 0.84000000000000008, 4.8242E-09, -4.7972999999999996E-09
DataValue, 0.88, 5.0139999999999994E-09, -4.9882999999999994E-09
DataValue, 0.92, 5.2146E-09, -5.1783999999999994E-09
DataValue, 0.96000000000000008, 5.3913E-09, -5.3680999999999993E-09
DataValue, 1, 5.5842E-09, -5.5574E-09
DataValue, 1.04, 5.7791999999999992E-09, -5.7471E-09
DataValue, 1.08, 5.9638999999999992E-09, -5.9368999999999992E-09
DataValue, 1.12, 6.154699999999999E-09, -6.1286999999999993E-09
DataValue, 1.1600000000000001, 6.3431999999999994E-09, -6.3161E-09
DataValue, 1.2, 6.5324999999999991E-09, -6.5071999999999992E-09
DataValue, 1.24, 6.7225999999999991E-09, -6.6978E-09
DataValue, 1.28, 6.9128999999999992E-09, -6.8872999999999996E-09
DataValue, 1.32, 7.1027999999999991E-09, -7.0771999999999995E-09
DataValue, 1.36, 7.292699999999999E-09, -7.2674999999999996E-09
DataValue, 1.4000000000000001, 7.4851E-09, -7.4589999999999992E-09
DataValue, 1.4400000000000002, 7.6744E-09, -7.6486E-09
DataValue, 1.48, 7.8674999999999991E-09, -7.8402999999999991E-09
DataValue, 1.52, 8.0565999999999988E-09, -8.0325E-09
DataValue, 1.56, 8.2483999999999989E-09, -8.2248999999999988E-09
DataValue, 1.6, 8.4418E-09, -8.4169999999999985E-09
DataValue, 1.6400000000000001, 8.6359E-09, -8.608499999999999E-09
DataValue, 1.6800000000000002, 8.8277999999999988E-09, -8.8034999999999984E-09
DataValue, 1.72, 9.0216E-09, -8.9971999999999987E-09
DataValue, 1.76, 9.2153E-09, -9.1917E-09
DataValue, 1.8, 9.4115E-09, -9.3848999999999989E-09
DataValue, 1.84, 9.6055E-09, -9.581E-09
DataValue, 1.8800000000000001, 9.8010999999999983E-09, -9.7784999999999989E-09
DataValue, 1.9200000000000002, 9.9983E-09, -9.974399999999999E-09
DataValue, 1.9600000000000002, 1.0195E-08, -1.0169899999999999E-08
DataValue, 2, 1.03909E-08, -1.03678E-08
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, 4155C
TestParameter, Channel.UnitType, SMU, SMU
TestParameter, Channel.Unit, SMU1:MP, SMU3:MP
TestParameter, Channel.IName, I1, I2
TestParameter, Channel.VName, V1, V2
TestParameter, Channel.Mode, V, V
TestParameter, Channel.Func, VAR1, CONST
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, SMU1:MP, SMU3:MP
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON
TestParameter, Measurement.Primary.Locus, Single
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, -2
TestParameter, Measurement.Primary.Stop, 2
TestParameter, Measurement.Primary.Step, 0.04
TestParameter, Measurement.Primary.Compliance, 0.1
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, OFF
TestParameter, Measurement.Bias.Source, -2, 0
TestParameter, Measurement.Bias.Compliance, 0.1, 0.1
TestParameter, Measurement.Monitor.Unit, SMU1:MP, SMU3:MP
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -1
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1, I2
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, V1, I1, I2
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 02/14/2023 12:17:41
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 2
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, fc569579-11b7-439b-8a76-dce404435d47
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1, I2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -1.2E-08, -1.1E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1.1E-08, 1.2E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I1, I2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 101, 101, 101
Dimension2, 1, 1, 1
DataName, V1, I1, I2
DataValue, -2, -1.1758899999999999E-08, 1.1585199999999998E-08
DataValue, -1.9600000000000002, -1.1273899999999999E-08, 1.1235899999999998E-08
DataValue, -1.9200000000000002, -1.09379E-08, 1.09111E-08
DataValue, -1.8800000000000001, -1.0620099999999999E-08, 1.0599199999999999E-08
DataValue, -1.84, -1.03189E-08, 1.03003E-08
DataValue, -1.8, -1.0023E-08, 1.0007499999999999E-08
DataValue, -1.76, -9.7348999999999987E-09, 9.7240999999999987E-09
DataValue, -1.72, -9.4536E-09, 9.445999999999999E-09
DataValue, -1.6800000000000002, -9.1783E-09, 9.1716E-09
DataValue, -1.6400000000000001, -8.9040999999999986E-09, 8.9014E-09
DataValue, -1.6, -8.6352999999999989E-09, 8.6330999999999991E-09
DataValue, -1.56, -8.3721E-09, 8.369799999999999E-09
DataValue, -1.52, -8.1094999999999989E-09, 8.1097999999999986E-09
DataValue, -1.48, -7.8494E-09, 7.8513E-09
DataValue, -1.4400000000000002, -7.5931E-09, 7.5946E-09
DataValue, -1.4000000000000001, -7.3377E-09, 7.341299999999999E-09
DataValue, -1.36, -7.0851999999999995E-09, 7.0893999999999991E-09
DataValue, -1.32, -6.8346999999999992E-09, 6.8382999999999994E-09
DataValue, -1.28, -6.5829999999999993E-09, 6.5900999999999994E-09
DataValue, -1.24, -6.3357999999999996E-09, 6.3431E-09
DataValue, -1.2, -6.0912999999999994E-09, 6.0975999999999993E-09
DataValue, -1.1600000000000001, -5.8456999999999994E-09, 5.8532999999999992E-09
DataValue, -1.12, -5.6022999999999992E-09, 5.6110999999999994E-09
DataValue, -1.08, -5.3611999999999992E-09, 5.3697999999999994E-09
DataValue, -1.04, -5.1204999999999994E-09, 5.1291999999999992E-09
DataValue, -1, -4.8804E-09, 4.8912999999999994E-09
DataValue, -0.96000000000000008, -4.6443999999999994E-09, 4.6540999999999995E-09
DataValue, -0.92, -4.4073999999999995E-09, 4.4192E-09
